url,post,title,isAvailable,isLocked,feiMao,unZip,formhash,tid,fid
https://live.acgyouxi.xyz/thread-163-1-1.html,163,【欧美SLG/汉化/动态CG】水上世界-Water World V0.6 汉化版+攻略+CG【新汉化】【650M】,True,False,http://www.fmpan.com/s/pencj8av,解压密码：bizhi1000,33a64def,163,36
https://live.acgyouxi.xyz/thread-100-1-1.html,100,【欧美RPG/汉化/动态CG】僵尸生活2：避难所 Ver0.5 汉化版+礼包码【更新】【600M】（礼包码：20190126）,True,False,http://www.fmpan.com/s/wp7kkk3y,解压密码：超能官网,33a64def,100,36
https://live.acgyouxi.xyz/thread-164-1-1.html,164,【欧美ADV/汉化/动态CG】杰茜：母亲的罪过 Jessie: Mother's sins V0.5扩展汉化版【更新】【800M】,True,False,http://www.fmpan.com/s/69ko1x11,解压密码：超能官网,33a64def,164,36
https://live.acgyouxi.xyz/thread-172-1-1.html,172,【3D/欧美养成/中文/全动态】榨取 Rack 2 V0.2.7 官方中文版 UNITY【新作】【650M】,True,False,http://www.fmpan.com/s/htzcyqe7,解压密码：18acgg.com@realtns,33a64def,172,36
https://live.acgyouxi.xyz/thread-143-1-1.html,143,,False,False,,,33a64def,,
https://live.acgyouxi.xyz/thread-177-1-1.html,177,【RPG/汉化】堕落RPG-圣骑士露比莉亚丝 完美汉化版+CG存档【H补全/全CV】【2.45G】,True,False,http://www.fmpan.com/s/ij3pv3cc,解压密码：膝上仔猫m,33a64def,177,36
https://live.acgyouxi.xyz/thread-161-1-1.html,161,【3D全彩/无修】异乡陌客1+2 【40MB】,True,False,http://www.fmpan.com/s/i65hxmem,解压密码：2046,33a64def,161,37
https://live.acgyouxi.xyz/thread-158-1-1.html,158,【FTG大作/中文/3D】灵魂能力6 SOULCALIBUR.VI 中文版+绅士邪恶补丁+完美存档【12G】,True,False,http://www.fmpan.com/s/9fw85bvm,解压密码：无,33a64def,158,36
https://live.acgyouxi.xyz/thread-162-1-1.html,162,【3D全彩/无修】妈妈变小 01-06+番外篇2+外传+短篇 【260MB】,True,False,http://www.fmpan.com/s/ud01lz3y,解压密码：2046,33a64def,162,37
https://live.acgyouxi.xyz/thread-180-1-1.html,180,【SLG/汉化/动态CG】痴迷的汉子的冲动 完全汉化版+攻略【JK眼镜娘/超实用】【280M】,True,True,,,33a64def,180,36
https://live.acgyouxi.xyz/thread-112-1-1.html,112,【国人RPG/中文/动态CG】风·骚人生！Ver1.6 PC官方正版！付攻略+作弊【更新】【2.5G】,True,False,http://www.fmpan.com/s/7s7hcku9,解压密码：见下载的TXT文件,33a64def,112,36
https://live.acgyouxi.xyz/thread-149-1-1.html,149,【大作ADV/汉化】[聖少女] 背徳の馆：STARLESS 完全汉化步兵版+全CG全结局解锁【4.3G】,True,False,http://www.fmpan.com/s/x25sz3e7,解压密码：yhsxsx,33a64def,149,36
https://live.acgyouxi.xyz/thread-135-1-1.html,135,【ACT/全动态】功夫少女！Kung fu Girl Trial Ver0.9+全系列作品合集【更新】【400M】,True,False,http://www.fmpan.com/s/u0xyuudr,解压密码：膝上仔猫m,33a64def,135,36
https://live.acgyouxi.xyz/thread-171-1-1.html,171,【欧美ADV/汉化/动态CG】自由自在的家庭 Freeloading Family-V0.15汉化版【更新】【700M】,True,False,http://www.fmpan.com/s/jgmvj95c,解压密码：超能官网,33a64def,171,36
https://live.acgyouxi.xyz/thread-109-1-1.html,109,【3D全彩/无修】Wild Suzi's Uncotrollable Lust 无法控制的yu望  【234MB】,True,False,http://www.fmpan.com/s/n3c0b3n0,解压密码：2046,33a64def,109,37
https://live.acgyouxi.xyz/thread-126-1-1.html,126,,False,False,,,33a64def,,50
https://live.acgyouxi.xyz/thread-178-1-1.html,178,【欧美SLG/汉化/动态CG】 罪孽佳肴·第二章 Sinful Delicacies-EP2 完全汉化版+血缘补丁 【新汉化/PC+安卓】【2.4G】,True,False,http://www.fmpan.com/s/vwrteamo,解压密码：超能官网,33a64def,178,36
https://live.acgyouxi.xyz/thread-165-1-1.html,165,【3D/全动态】Reflect：从电视里跑出来送上门的恶魔妹子！【超精美/多换装】【2.3G】,True,False,http://www.fmpan.com/s/7uzr9hyf,解压密码：膝上仔猫m,33a64def,165,39
https://live.acgyouxi.xyz/thread-199-1-1.html,199,【欧美SLG/汉化/动态CG】后宫大酒店 Harem Hotel-v0.53 完全汉化版+作弊代码【更新】【PC+安卓】【3.5G】,True,False,http://www.fmpan.com/s/8xlcpopf,解压密码：天堂巴比伦,33a64def,199,36
https://live.acgyouxi.xyz/thread-128-1-1.html,128,【3D全彩/无修】后果 Consequences  01-09 (完) 【56MB】,True,False,http://www.fmpan.com/s/ix7m0aak,解压密码：2046,33a64def,128,37
https://live.acgyouxi.xyz/thread-157-1-1.html,157,【ACT/全动态】魔女复仇之夜~魔女は復讐の夜に V0.22D 步兵无修版+汉化文本【475M】,True,False,http://www.fmpan.com/s/nf80z6wq,解压密码：无,33a64def,157,36
https://live.acgyouxi.xyz/thread-169-1-1.html,169,【ADV/汉化】対魔忍·阿莎姬外伝～混沌竞技场编 完全汉化版【全CV】【400M】,True,False,http://www.fmpan.com/s/7z1cg6ey,解压密码：终点,33a64def,169,36
https://live.acgyouxi.xyz/thread-131-1-1.html,131,【极品3D/全网收集】超赞3D艺术！Tales of Pleasure 12套全步兵合集【顶级质量】【216M】,True,False,http://www.fmpan.com/s/hef76eaz,解压密码：2046,33a64def,131,37
https://live.acgyouxi.xyz/thread-145-1-1.html,145,CV小野猫-被弟弟干服的姐姐★剧情极度诱人，演绎的很到位【19分钟】,True,False,http://www.fmpan.com/s/rggwraxl,解压密码：1024,33a64def,145,47
https://live.acgyouxi.xyz/thread-129-1-1.html,129,【3D全彩/无修】伪?唐代传奇(叶限)【255MB】,True,False,http://www.fmpan.com/s/hw8d9bmc,解压密码：2046,33a64def,129,37
https://live.acgyouxi.xyz/thread-114-1-1.html,114,【大型经营SLG】欢迎来到魔王军5 -创世篇！+全CG包【新作】【DQ精品同人】【2.8G】,True,False,http://www.fmpan.com/s/jeq1jz00,解压密码：膝上仔猫m,33a64def,114,36
https://live.acgyouxi.xyz/thread-170-1-1.html,170,【欧美RPG/汉化/动态CG】乱lun之旅 Incest Journey  Ver 0.3汉化版（完整版）【PC+安卓版】【1.36G】,True,False,http://www.fmpan.com/s/7q0vxt3s,解压密码：123,33a64def,170,36
https://live.acgyouxi.xyz/thread-152-1-1.html,152,【3D全彩/无修】化妆妈妈 01-03+番外篇1-2(完)[完整版] 【50MB】,True,True,,,33a64def,152,37
https://live.acgyouxi.xyz/thread-136-1-1.html,136,【欧美FLASH/汉化】[LOP]绝望的呼唤 Call Me Desperate汉化版【新汉化】【50M】,True,False,http://www.fmpan.com/s/nrthxh53,解压密码：123,33a64def,136,36
https://live.acgyouxi.xyz/thread-198-1-1.html,198,【RPG/汉化】逗比干物吸血鬼 Ver1.03 真·完全汉化版+全开档+CG包【新汉化】【650M】,True,False,http://www.fmpan.com/s/aleq2wvb,解压密码：sstm,33a64def,198,36
https://live.acgyouxi.xyz/thread-137-1-1.html,137,【SLG/动态CG/合集】女子校生试胆大会！第五部！付所有前作【新作/CV】【1.5G】,True,False,http://www.fmpan.com/s/8ivdnd3z,解压密码：jerolash,33a64def,137,36
https://live.acgyouxi.xyz/thread-116-1-1.html,116,【RPG/中文/魔改】上古卷轴5：银龙技院 独家邪恶特殊MOD【古罗马角斗士+泰坦画质+美少女+绅士物理花瓣】【15G】,True,False,http://www.fmpan.com/s/0s711e6j,解压密码：无,33a64def,116,36
https://live.acgyouxi.xyz/thread-194-1-1.html,194,,False,False,,,33a64def,,
https://live.acgyouxi.xyz/thread-102-1-1.html,102,【2D热门/全网收集】哥布林杀手-精品同人集+赛高の赠品【高分辨/稀有】【3.08G】,True,False,http://www.fmpan.com/s/vefutzox,解压密码：膝上仔猫m,33a64def,102,37
https://live.acgyouxi.xyz/thread-185-1-1.html,185,【欧美网游/中文】骚O传奇！PUSSY SAGA V1.34 步兵汉化版【PC+安卓】【更新】【500M】,True,False,http://www.fmpan.com/s/q5vxd6vs,解压密码：无,33a64def,185,36
https://live.acgyouxi.xyz/thread-104-1-1.html,104,【RPG/中文】妹妹旅行！Sister Travel STEAM官方中文版【新汉化】 【800M】,True,False,http://www.fmpan.com/s/dvkptx26,解压密码：终点,33a64def,104,36
https://live.acgyouxi.xyz/thread-127-1-1.html,127,,False,False,,,33a64def,,50
https://live.acgyouxi.xyz/thread-120-1-1.html,120,【欧美SLG/汉化/动态】暗示的力量-Power of Suggestion Ver.04 汉化版【新汉化】【PC+安卓版】【2.3G】,True,False,http://www.fmpan.com/s/yyyrxe6e,解压密码：369369369,33a64def,120,36
https://live.acgyouxi.xyz/thread-186-1-1.html,186,【汉化RPG/整合】绅士卷轴5 低配福利整合包！【傻瓜版/解压即玩】【58G】,True,False,http://www.fmpan.com/s/oodsbx6f,解压密码：9DM,33a64def,186,36
https://live.acgyouxi.xyz/thread-108-1-1.html,108,【3D全彩/无修】火影忍者疾风传 纲手之 死 (上+下) 【240MB】,True,False,http://www.fmpan.com/s/vabj9iy5,解压密码：2046,33a64def,108,37
https://live.acgyouxi.xyz/thread-134-1-1.html,134,CV清子-妈妈让你精尽人亡【30分钟长篇/中文有声读本】,True,False,http://www.fmpan.com/s/eihzflpa,解压密码：1024,33a64def,134,47
https://live.acgyouxi.xyz/thread-197-1-1.html,197,【2D全彩】回到家后，看见妈妈手yin，推倒之后不知不觉中出 【89MB】,True,False,http://www.fmpan.com/s/2zw9n7up,解压密码：2046,33a64def,197,37
https://live.acgyouxi.xyz/thread-140-1-1.html,140,【欧美RPG/汉化】[繁星] LOL同人：爱奥尼亚队汉化版【新汉化】【PC+安卓版】【850M】,True,False,http://www.fmpan.com/s/6lfpbtal,解压密码：451311427,33a64def,140,36
https://live.acgyouxi.xyz/thread-113-1-1.html,113,【ADV/中文/合集】樱花·网游穿越MMORPG！第一部+第二部合集！【新汉化】【600M】,True,False,http://www.fmpan.com/s/rzvyfecf,解压密码：终点,33a64def,113,36
https://live.acgyouxi.xyz/thread-123-1-1.html,123,【探索RPG】深渊之探索者~深淵の探索者Ver1.0+特典【新作】【多女主CV/佳作】【950M】,True,False,http://www.fmpan.com/s/0ual66go,解压密码：膝上仔猫m,33a64def,123,36
https://live.acgyouxi.xyz/thread-146-1-1.html,146,【3D同人/超长篇】阿神丸整合~Noname55最强3D同人系列贺岁版【步兵】【120分钟/2.8G】,True,False,http://www.fmpan.com/s/gntb1ska,解压密码：阿神玩,33a64def,146,39
https://live.acgyouxi.xyz/thread-139-1-1.html,139,【欧美SLG/汉化】[繁星汉化组]校长先生 The Headmaster 【新汉化/PC+安卓】【850M】,True,False,http://www.fmpan.com/s/0u9gymtn,解压密码：451311427,33a64def,139,36
https://live.acgyouxi.xyz/thread-133-1-1.html,133,CV文心夜★超高质量—我的女友居然是以身体换取金钱的人！？,True,False,http://www.fmpan.com/s/fhjxcmr8,解压密码：1024,33a64def,133,47
https://live.acgyouxi.xyz/thread-192-1-1.html,192,,False,False,,,33a64def,,
https://live.acgyouxi.xyz/thread-110-1-1.html,110,【ADV/汉化/动态CG】软绵绵的温泉·一起来泡澡吧！中文汉化修改版【全CV】【1.54G】,True,False,http://www.fmpan.com/s/ei7pgy98,解压密码：终点,33a64def,110,36
https://live.acgyouxi.xyz/thread-190-1-1.html,190,【欧美SLG/汉化/动态CG】我的妹妹我的室友 V1.0汉化版【新汉化】【PC+安卓版】【3.4G】,True,False,http://www.fmpan.com/s/udvev2vs,解压密码：百宝袋bbdacg.com,33a64def,190,36
https://live.acgyouxi.xyz/thread-189-1-1.html,189,【3D/汉化/全动态】美少年侦探捕获改造！变成大雕萌妹抱枕的故事【新汉化】【超逗比】【400M】,True,False,http://www.fmpan.com/s/b0r95xuf,解压密码：上杉景胜猫,33a64def,189,39
https://live.acgyouxi.xyz/thread-142-1-1.html,142,【2D全彩/合集】 “满珍楼 (COSiNE)”作品28部 【668MB】,True,False,http://www.fmpan.com/s/yekknjtp,解压密码：2046,33a64def,142,37
https://live.acgyouxi.xyz/thread-184-1-1.html,184,【3D/中文/全动态】3D定制女仆2.5 COM3D Ver1.24 汉化整合版【4K画质/新作】【32G】,True,True,,,33a64def,184,36
https://live.acgyouxi.xyz/thread-193-1-1.html,193,【RPG/动态CG】落魄剑士艾莉~働くアイリがキリ斬りスVer1.00【新作】【还债】【960M】,True,False,http://www.fmpan.com/s/gikg8rbu,解压密码：膝上仔猫m,33a64def,193,36
https://live.acgyouxi.xyz/thread-122-1-1.html,122,【欧美ACT/全动态/虚幻4】剑灵3D同人游戏:【秦欲绝】重置加强版+全系列前作【2.1G】,True,False,http://www.fmpan.com/s/ffduj2if,解压密码：膝上仔猫m,33a64def,122,36
https://live.acgyouxi.xyz/thread-183-1-1.html,183,【欧美SLG/汉化】因为我爱她-BecauseILoveHer V3.11+2.1汉化版 PC+安卓【更新】【2G】,True,False,http://www.fmpan.com/s/xfspsreq,解压密码：18acgg.com@realtns,33a64def,183,36
https://live.acgyouxi.xyz/thread-121-1-1.html,121,【3D同人/全动态】熟练地脱胖次！上手にパンツ脱げるもん?前編【超精致步兵】,True,False,http://www.fmpan.com/s/kuxouv3u,解压密码：123,33a64def,121,39
https://live.acgyouxi.xyz/thread-118-1-1.html,118,【2D全彩】昏睡☆后的生活 +赠品【53MB】,True,False,http://www.fmpan.com/s/tos2eymz,解压密码：2046,33a64def,118,37
https://live.acgyouxi.xyz/thread-107-1-1.html,107,【欧美ADV/汉化】时尚交际花·莫妮卡的大冒险第二章 FashionBusiness v0.21汉化版【新汉化】【1.2G】,True,False,http://www.fmpan.com/s/8o8flwp3,解压密码：肉包子汉化组官网,33a64def,107,36
https://live.acgyouxi.xyz/thread-148-1-1.html,148,【RPG】勇者妈妈エロ冒险记：ママンズレポート【新作】【息子NTR/战斗エロ】【600M】,True,True,,,33a64def,148,36
https://live.acgyouxi.xyz/thread-103-1-1.html,103,【欧美SLG/经营/动态CG】性感商城：Sox-Arcade The Game V0.17【新作】【350M】,True,False,http://www.fmpan.com/s/vs9smm9k,解压密码：18acgg.com@realtns,33a64def,103,36
https://live.acgyouxi.xyz/thread-195-1-1.html,195,【欧美SLG/汉化/动态CG】爱与满足 SOxual Satisfaction Ver0.5 【新汉化】【PC+安卓】【2.6G】,True,False,http://www.fmpan.com/s/5l9ubd19,解压密码：百宝袋bbdacg.com,33a64def,195,36
https://live.acgyouxi.xyz/thread-151-1-1.html,151,【2D全彩/无修】九尾妖狐-恶女退治+其'他 【123MB】,True,True,,,33a64def,151,37
https://live.acgyouxi.xyz/thread-105-1-1.html,105,【RPG/汉化】[GORPG] 笨蛋魔女~苏菲莉娅的好色使魔+攻略+全CG存档【新汉化】【380M】,True,False,http://www.fmpan.com/s/jt3bjzcy,解压密码：123,33a64def,105,36
https://live.acgyouxi.xyz/thread-196-1-1.html,196,【RPG/汉化/动态CG】我暑假的秘密回忆 V2.0新春版+攻略+礼包码【PC+安卓版】【1.3G】,True,False,http://www.fmpan.com/s/xcd6zn82,解压密码：451311427,33a64def,196,36
https://live.acgyouxi.xyz/thread-153-1-1.html,153,【国漫/超珍稀】武侠国漫-稀有3D绅士同人集 第2弹更新！【武庚/斗罗/九歌/秦时/锦衣】【125M】,True,True,,,33a64def,153,37
https://live.acgyouxi.xyz/thread-106-1-1.html,106,【ADV】配信杏奴~她被投稿上传的理由！+全社保CG包【新作/全CV/拔作】【1.05G】,True,False,http://www.fmpan.com/s/z0szxha1,解压密码：膝上仔猫m,33a64def,106,36
https://live.acgyouxi.xyz/thread-182-1-1.html,182,【3D全彩/无修】不知火舞的侍奉+CG图【75.7MB】,True,True,,,33a64def,182,37
https://live.acgyouxi.xyz/thread-150-1-1.html,150,【国人RPG/中文/动态CG】我的魔戒生活·咸鱼戏水接锅版 Ver0.5【更新】【3.5G】,True,False,http://www.fmpan.com/s/khlsh9kx,解压密码：696172440,33a64def,150,36
https://live.acgyouxi.xyz/thread-111-1-1.html,111,【欧美SLG/养成/动态CG】茁壮成长的触手 Tentacles Thrive Ver3.06+全存档【更新/唯美】,True,False,http://www.fmpan.com/s/paqwgqby,解压密码：18acgg.com@realtns,33a64def,111,36
https://live.acgyouxi.xyz/thread-115-1-1.html,115,【3D/大型沙盒/全动态】[3A大作]真实人生~Real Life V02更新 嘿嘿版侠盗飞车5【3.7G】,True,False,http://www.fmpan.com/s/ujkeakgt,解压密码：18acgg.com@realtns,33a64def,115,36
https://live.acgyouxi.xyz/thread-154-1-1.html,154,【大作SLG/卡牌/动态CG】崩坏天使阿尔托利亚 真·嘿嘿版炉石传说V1.16【全CV】【6.2G】,True,False,http://www.fmpan.com/s/eqs05o2u,解压密码：jerolash,33a64def,154,36
https://live.acgyouxi.xyz/thread-138-1-1.html,138,【ADV+SLG/汉化】[默示汉化组]兽娘育成方案（ケモノ娘の育て方） 汉化硬盘版【全CV】【1.9G】,True,False,http://www.fmpan.com/s/150c3xxu,解压密码：终点,33a64def,138,36
https://live.acgyouxi.xyz/thread-200-1-1.html,200,【巨作/汉化/动态】封缄之都古拉塞斯塔：完整汉化版+特典+存档+CG包【新汉化】【10G】,True,False,http://www.fmpan.com/s/m6toakw3,解压密码：天堂巴比伦 或 膝上仔猫m,33a64def,200,36
https://live.acgyouxi.xyz/thread-156-1-1.html,156,【RPG/汉化】[SSTM]阿摩尔魔法学园 完全接力汉化版【新汉化/CV】【530M】,True,True,,,33a64def,156,36
https://live.acgyouxi.xyz/thread-132-1-1.html,132,CV阿木木-魅魔的洗脑催眠★79分钟长篇专业级催眠音声大作!,True,False,http://www.fmpan.com/s/72b2b3jm,解压密码：1024,33a64def,132,47
https://live.acgyouxi.xyz/thread-147-1-1.html,147,【ADV/汉化】[拔作]被黑暗洗礼的堕落偶像 汉化硬盘版【全CV】【1.2G】,True,False,http://www.fmpan.com/s/c82ynhg7,解压密码：终点,33a64def,147,36
https://live.acgyouxi.xyz/thread-187-1-1.html,187,【国产RPG/中文/动态CG】风搔人生 Ver1.6 众筹完整-圣诞特别版+作弊【更新/安卓版本】【1.2G】,True,False,http://www.fmpan.com/s/aup13kdt,解压密码：小狼直通车,33a64def,187,36
https://live.acgyouxi.xyz/thread-191-1-1.html,191,祝大家新年快乐！！！,True,False,,,33a64def,191,46
https://live.acgyouxi.xyz/thread-188-1-1.html,188,【3D全彩/无修】我的熟母老师 01-05 【119MB】,True,False,http://www.fmpan.com/s/a5wbwnq6,解压密码：2046,33a64def,188,37
https://live.acgyouxi.xyz/thread-117-1-1.html,117,【3D全彩/无修】愉快的周末 【65MB】,True,False,http://www.fmpan.com/s/nqgbh0rd,解压密码：2046,33a64def,117,37
https://live.acgyouxi.xyz/thread-144-1-1.html,144,【经营SLG/汉化】青楼之王~BrothelKing V0.14 汉化0.61-1.30 ★神级经营【更新】【910M】,True,True,,,33a64def,144,36
https://live.acgyouxi.xyz/thread-141-1-1.html,141,【3D全彩/无修】教师妈妈与美腿姐姐01-03+小明与妈妈的故事【58MB】,True,True,,,33a64def,141,37
https://live.acgyouxi.xyz/thread-119-1-1.html,119,【ADV】GAP魔法少女！？米尔基·唯~异形银蚀的尽头！+DL版全特典+CG包【新作】【2G】,True,False,http://www.fmpan.com/s/vievj0yn,解压密码：膝上仔猫m,33a64def,119,36
https://live.acgyouxi.xyz/thread-130-1-1.html,130,【ACT/中文/全动态】侵略！哥布林沃克！STEAM官中破解版+全回想+存档【新汉化】【600M】,True,True,,,33a64def,130,36
https://live.acgyouxi.xyz/thread-125-1-1.html,125,【欧美SLG/汉化/动态CG】和玛丽一起生活~Life with Mary V0.5 【更新】【PC+安卓】【2.9G】,True,False,http://www.fmpan.com/s/w8er2bft,解压密码：百宝袋bbdacg.com,33a64def,125,36
https://live.acgyouxi.xyz/thread-155-1-1.html,155,【RPG/汉化/动态CG】涉谷凛历险记！高傲JK成全村RBQ【黑丝裤袜/战斗纯エロ】【300M】,True,False,http://www.fmpan.com/s/d7rip8t1,解压密码：膝上仔猫m,33a64def,155,36
https://live.acgyouxi.xyz/thread-124-1-1.html,124,【欧美HTML/中翻/动态CG】大学生X改造计划~Student X-Change【更新】【1.5G】,True,False,http://www.fmpan.com/s/cczl17cu,解压密码：18acgg.com@realtns,33a64def,124,36
